[2026-01-04 14:15:47.712860] MAIN MODULE LOADED
[2026-01-04 14:15:47.810908] MAIN MODULE LOADED
Candidate RAVE: Diff=0.0543% vs Min=0.01% | PriceDiff=1.33%
Candidate FLOW: Diff=0.0726% vs Min=0.01% | PriceDiff=3.34%
Candidate A2Z: Diff=0.3757% vs Min=0.01% | PriceDiff=0.41%
Candidate PONKE: Diff=1.4428% vs Min=0.01% | PriceDiff=8.23%
Candidate SKYAI: Diff=0.0563% vs Min=0.01% | PriceDiff=0.11%
Candidate SOPH: Diff=0.0623% vs Min=0.01% | PriceDiff=0.11%
Candidate LIT: Diff=0.2327% vs Min=0.01% | PriceDiff=1.81%
Candidate MINA: Diff=0.0766% vs Min=0.01% | PriceDiff=0.00%
Candidate COMMON: Diff=0.1170% vs Min=0.01% | PriceDiff=0.03%
Candidate LYN: Diff=0.5882% vs Min=0.01% | PriceDiff=1.22%
Candidate DAM: Diff=0.1955% vs Min=0.01% | PriceDiff=0.50%
Candidate XCN: Diff=0.1115% vs Min=0.01% | PriceDiff=1.60%
Candidate ZBT: Diff=0.0785% vs Min=0.01% | PriceDiff=0.20%
Candidate ANIME: Diff=0.0797% vs Min=0.01% | PriceDiff=0.08%
Candidate DGB: Diff=0.0534% vs Min=0.01% | PriceDiff=0.06%
Candidate AIO: Diff=0.0906% vs Min=0.01% | PriceDiff=0.03%
Candidate EVAA: Diff=0.0759% vs Min=0.01% | PriceDiff=0.11%
Candidate MOCA: Diff=0.1165% vs Min=0.01% | PriceDiff=0.11%
Candidate STORJ: Diff=0.2106% vs Min=0.01% | PriceDiff=0.81%
Candidate LUNA2: Diff=0.0601% vs Min=0.01% | PriceDiff=0.26%
Candidate LUMIA: Diff=0.2037% vs Min=0.01% | PriceDiff=0.06%
Candidate MMT: Diff=0.1087% vs Min=0.01% | PriceDiff=0.12%
Candidate F: Diff=0.0532% vs Min=0.01% | PriceDiff=0.08%
Candidate DOLO: Diff=0.1021% vs Min=0.01% | PriceDiff=0.06%
Candidate IP: Diff=0.0824% vs Min=0.01% | PriceDiff=0.14%
Candidates Found: 147
[2026-01-05 18:18:00.007295] LOOP START. Active: True
[2026-01-05 18:18:00.713358] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate ORCA: Diff=0.3601% vs Min=0.01% | PriceDiff=0.54%
Candidate RAVE: Diff=0.0543% vs Min=0.01% | PriceDiff=1.19%
Candidate FLOW: Diff=0.0726% vs Min=0.01% | PriceDiff=3.89%
Candidate A2Z: Diff=0.3757% vs Min=0.01% | PriceDiff=0.28%
Candidate PONKE: Diff=1.4428% vs Min=0.01% | PriceDiff=8.07%
Candidate SKYAI: Diff=0.0563% vs Min=0.01% | PriceDiff=0.11%
Candidate SOPH: Diff=0.0623% vs Min=0.01% | PriceDiff=0.12%
Candidate LIT: Diff=0.2327% vs Min=0.01% | PriceDiff=1.88%
Candidate MINA: Diff=0.0766% vs Min=0.01% | PriceDiff=0.02%
Candidate COMMON: Diff=0.1170% vs Min=0.01% | PriceDiff=0.03%
Candidate LYN: Diff=0.5882% vs Min=0.01% | PriceDiff=1.02%
Candidate DAM: Diff=0.1955% vs Min=0.01% | PriceDiff=0.30%
Candidate XCN: Diff=0.1115% vs Min=0.01% | PriceDiff=1.58%
Candidate ZBT: Diff=0.0785% vs Min=0.01% | PriceDiff=0.14%
Candidate ANIME: Diff=0.0797% vs Min=0.01% | PriceDiff=0.15%
Candidate DGB: Diff=0.0534% vs Min=0.01% | PriceDiff=0.06%
Candidate AIO: Diff=0.0906% vs Min=0.01% | PriceDiff=0.05%
Candidate EVAA: Diff=0.0759% vs Min=0.01% | PriceDiff=0.19%
Candidate MOCA: Diff=0.1165% vs Min=0.01% | PriceDiff=0.09%
Candidate STORJ: Diff=0.2106% vs Min=0.01% | PriceDiff=0.58%
Candidate LUNA2: Diff=0.0601% vs Min=0.01% | PriceDiff=0.28%
Candidate LUMIA: Diff=0.2037% vs Min=0.01% | PriceDiff=0.01%
Candidate MMT: Diff=0.1087% vs Min=0.01% | PriceDiff=0.13%
Candidate F: Diff=0.0532% vs Min=0.01% | PriceDiff=0.03%
Candidate DOLO: Diff=0.1021% vs Min=0.01% | PriceDiff=0.08%
Candidate IP: Diff=0.0824% vs Min=0.01% | PriceDiff=0.15%
Candidates Found: 147
[2026-01-05 18:18:05.715194] LOOP START. Active: True
[2026-01-05 18:18:06.174699] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate STORJ: Diff=0.1075% vs Min=0.01% | PriceDiff=0.71%
Candidate SKYAI: Diff=0.0577% vs Min=0.01% | PriceDiff=0.11%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.14%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.27%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.16%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.13%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.41%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.48%
Candidate PONKE: Diff=1.4428% vs Min=0.01% | PriceDiff=7.28%
Candidate DAM: Diff=0.1917% vs Min=0.01% | PriceDiff=0.31%
Candidate LUMIA: Diff=0.2037% vs Min=0.01% | PriceDiff=0.02%
Candidate IP: Diff=0.0801% vs Min=0.01% | PriceDiff=0.13%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=3.44%
Candidate DOLO: Diff=0.1021% vs Min=0.01% | PriceDiff=0.06%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=1.27%
Candidate A2Z: Diff=0.3261% vs Min=0.01% | PriceDiff=0.32%
Candidate DGB: Diff=0.0534% vs Min=0.01% | PriceDiff=0.05%
Candidate COMMON: Diff=0.1170% vs Min=0.01% | PriceDiff=0.04%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=1.54%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.02%
Candidate EVAA: Diff=0.0746% vs Min=0.01% | PriceDiff=0.05%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.08%
Candidate LYN: Diff=0.4955% vs Min=0.01% | PriceDiff=1.02%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.23%
Candidate MOCA: Diff=0.1053% vs Min=0.01% | PriceDiff=0.12%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.81%
Candidates Found: 146
[2026-01-05 18:18:11.177884] LOOP START. Active: True
[2026-01-05 18:18:11.614682] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.11%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.06%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.12%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.06%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.01%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.13%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.50%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.34%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.13%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.11%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=3.48%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=1.03%
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.06%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.49%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.15%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=1.49%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.07%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.73%
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=0.98%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.07%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.22%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=0.90%
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=7.17%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.28%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.52%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.28%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.18%
Candidates Found: 146
[2026-01-05 18:18:16.617061] LOOP START. Active: True
[2026-01-05 18:18:17.049750] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=1.10%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.11%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.15%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.28%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.20%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.12%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.51%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.49%
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=7.02%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.50%
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.06%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.14%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=3.98%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.06%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=1.05%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.30%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.07%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.06%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=1.49%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.04%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.19%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.04%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=0.68%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.17%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.10%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.77%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.34%
Candidates Found: 146
[2026-01-05 18:18:22.054326] LOOP START. Active: True
[2026-01-05 18:18:22.480837] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=7.05%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=0.97%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.64%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=1.47%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.17%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.50%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.42%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.16%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.51%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.19%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.32%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.38%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.19%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.12%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.07%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.12%
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=0.77%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=4.05%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=0.98%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.35%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.11%
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.09%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.10%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.01%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.05%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.13%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.05%
Candidates Found: 146
[2026-01-05 18:18:27.482279] LOOP START. Active: True
[2026-01-05 18:18:28.123956] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=0.99%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.20%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.18%
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=1.04%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.14%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=4.06%
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.03%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.53%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.49%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.14%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.11%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.17%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.32%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.20%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=1.42%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.36%
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=7.11%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=1.04%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.05%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.05%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.67%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.07%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.04%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.22%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.10%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.59%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.42%
Candidates Found: 146
[2026-01-05 18:18:33.127496] LOOP START. Active: True
[2026-01-05 18:18:33.785898] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.01%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=0.86%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.34%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.23%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.47%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.20%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.12%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.04%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.07%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.08%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.22%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.11%
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=1.00%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=1.41%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.22%
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=7.23%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.51%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.03%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=1.07%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.07%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.10%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.73%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.37%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.10%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.48%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=4.13%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.10%
Candidates Found: 146
[2026-01-05 18:18:38.788432] LOOP START. Active: True
[2026-01-05 18:18:39.225133] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=3.97%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.46%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.10%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.54%
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=7.05%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=2.13%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.11%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.54%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.24%
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.07%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=0.95%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.10%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.11%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.06%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=1.06%
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=0.94%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=1.20%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.22%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.08%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.29%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.21%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.22%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.27%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.05%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.11%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.04%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.37%
Candidates Found: 146
[2026-01-05 18:18:44.227907] LOOP START. Active: True
[2026-01-05 18:18:44.661943] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.23%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=0.97%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.28%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.31%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.39%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.19%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.11%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.06%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.08%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.09%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.24%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.29%
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=0.92%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=1.18%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.26%
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=7.01%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.53%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.06%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=1.03%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.11%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.11%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.73%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.39%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.19%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.56%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=3.48%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.11%
Candidates Found: 146
[2026-01-05 18:18:49.664877] LOOP START. Active: True
[2026-01-05 18:18:50.188796] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=0.44%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.29%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.23%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.30%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.17%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.26%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.54%
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.57%
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=7.09%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.41%
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.06%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.12%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=3.47%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.06%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=0.98%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.44%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.07%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.03%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=0.77%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.12%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.23%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.11%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=1.01%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.19%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.10%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.74%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.35%
Candidates Found: 146
[2026-01-05 18:18:55.191338] LOOP START. Active: True
[2026-01-05 18:18:55.640800] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate VELVET: Diff=0.0528% vs Min=0.01% | PriceDiff=0.58%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.46%
Candidate RAVE: Diff=0.0598% vs Min=0.01% | PriceDiff=1.14%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.32%
Candidate ZBT: Diff=0.0771% vs Min=0.01% | PriceDiff=0.25%
Candidate STORJ: Diff=0.1339% vs Min=0.01% | PriceDiff=0.74%
Candidate LIT: Diff=0.2496% vs Min=0.01% | PriceDiff=1.95%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=1.01%
Candidate ORCA: Diff=0.3544% vs Min=0.01% | PriceDiff=0.54%
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.07%
Candidate XCN: Diff=0.1217% vs Min=0.01% | PriceDiff=0.80%
Candidate AIO: Diff=0.1018% vs Min=0.01% | PriceDiff=0.19%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.29%
Candidate MINA: Diff=0.0732% vs Min=0.01% | PriceDiff=0.12%
Candidate PONKE: Diff=1.4284% vs Min=0.01% | PriceDiff=6.49%
Candidate DGB: Diff=0.0532% vs Min=0.01% | PriceDiff=0.06%
Candidate MOCA: Diff=0.0940% vs Min=0.01% | PriceDiff=0.16%
Candidate EVAA: Diff=0.0817% vs Min=0.01% | PriceDiff=0.21%
Candidate ANIME: Diff=0.0763% vs Min=0.01% | PriceDiff=0.24%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.13%
Candidate IP: Diff=0.0783% vs Min=0.01% | PriceDiff=0.13%
Candidate TAC: Diff=0.0517% vs Min=0.01% | PriceDiff=0.26%
Candidate SOPH: Diff=0.0639% vs Min=0.01% | PriceDiff=0.26%
Candidate FLOW: Diff=0.0705% vs Min=0.01% | PriceDiff=3.45%
Candidate SKYAI: Diff=0.0569% vs Min=0.01% | PriceDiff=0.29%
Candidate COMMON: Diff=0.1188% vs Min=0.01% | PriceDiff=0.13%
Candidate DOLO: Diff=0.0991% vs Min=0.01% | PriceDiff=0.07%
Candidates Found: 146
[2026-01-05 18:19:00.643826] LOOP START. Active: True
[2026-01-05 18:19:01.112024] Mode: Live | Binance Items: 663 | Bybit Items: 554
Candidate LUMIA: Diff=0.2129% vs Min=0.01% | PriceDiff=0.08%
Candidate LYN: Diff=0.4803% vs Min=0.01% | PriceDiff=1.03%
Candidate A2Z: Diff=0.3429% vs Min=0.01% | PriceDiff=0.19%
Candidate LUNA2: Diff=0.0629% vs Min=0.01% | PriceDiff=0.28%
Candidate DAM: Diff=0.1873% vs Min=0.01% | PriceDiff=0.50%
Candidate MMT: Diff=0.1006% vs Min=0.01% | PriceDiff=0.18%
